"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-09-29","6.71","0.00","0.0","0","58",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-09-30","10.07","0.00","0.0","0","57",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-01","13.65","0.29","0.0","0","60","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-02","7.61","2.18","0.0","0","61","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-03","8.28","0.12","0.0","0","65","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-04","7.16","0.00","0.0","0","54",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-05","3.36","0.00","0.0","0","55",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-06","6.26","0.44","0.0","0","55","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-07","7.83","0.17","0.0","0","57","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-08","7.16","0.00","0.0","0","60",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-09","9.40","0.00","0.0","0","53",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-10","4.92","0.00","0.0","0","44",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-11","7.16","0.00","0.0","0","47","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-12","10.74","0.00","0.0","0","56","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-13","6.71","0.00","0.0","0","54",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-14","11.86","0.53","0.0","0","51","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-15","9.62","0.03","0.0","0","47","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-16","7.38","0.00","0.0","0","50",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-17","5.14","0.00","0.0","0","59",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-18","10.51","0.00","0.0","0","61",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-19","7.38","0.00","0.0","0","57",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-20","12.97","0.00","0.0","0","63",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-21","14.76","0.45","0.0","0","65","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-22","9.40","0.00","0.0","0","55",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-23","15.66","0.00","0.0","0","55",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-24","19.24","0.00","0.0","0","45",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-25","6.71","0.00","0.0","0","46",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-26","14.54","0.00","0.0","0","48","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-27","18.34","0.25","0.1","0","35","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-28","8.72","0.00","0.0","0","33",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-29","8.50","0.03","0.0","0","34",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-30","17.90","0.00","0.0","0","38",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-10-31","9.17","0.00","0.0","0","31",,,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-11-01","10.51","0.05","0.0","0","31","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-11-02","8.28","0.00","0.0","0","37","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-11-03","6.93","0.05","0.5","0","33","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-11-04","8.28","0.02","0.0","0","36","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT, MN US","2017-11-05","12.30","0.07","0.0","0","38","    1",,,,,,,
